,Time,0.05,0.1,0.15,0.2
0,0.006005690778882626,1.74112192629683,1.740154686736591,1.739867368714333,1.7397821940231935
1,0.011033158470900384,1.7412000144156299,1.7393644412772218,1.7392404072871017,1.7394288166194551
2,0.01698665870182969,1.7636904097296175,1.7506671466726411,1.7466058241909261,1.7441194153690667
3,0.0237395772299247,1.7572638511084997,1.7496025442477028,1.7494268260348502,1.750374382595538
4,0.031206484690717833,1.8366354155739164,1.797157690184107,1.7872676992647192,1.7761789672614292
5,0.03932466521460106,1.864509239239567,1.8589389289367533,1.8389757956387127,1.8171871512681714
6,0.048045526231061,1.8299306736751346,1.8570689584850857,1.8357719056630117,1.8165527854097987
7,0.0573299731186752,1.8121898942568049,1.8067052214164103,1.797004488540234,1.7899696055506513
8,0.06714566416712603,1.775828562186438,1.7271500737908205,1.7486154404254866,1.7627447844855506
9,0.0774652633642176,1.8173318177442697,1.7944687037068454,1.7861247548040877,1.7838676457318732
10,0.08826526776720303,1.9117286110069924,1.812916363065713,1.8124081965335845,1.8149856574573229
11,0.09952518704091196,2.0333634119918793,1.9074464943620206,1.8848761196945938,1.876195725314648
12,0.1112269497645406,2.4345762204826666,2.1659244643680373,2.0498417131737394,1.9798642268495195
13,0.12335446173730444,2.7078476552650748,2.301645431661808,2.1425982475695173,2.0442793964196415
14,0.13589326961463757,2.5284978797932007,2.2002282015111394,2.1178981050960264,2.0489548898753736
15,0.14883029961466757,2.379982547633158,2.159598686120637,2.0969844991929767,2.0416284301623966
16,0.16215365102983095,2.2936692859909296,2.1241284951102726,2.074344787191313,2.034174746846238
17,0.17585243059051722,2.1519377127694077,2.039257189770047,2.066971255822367,2.041134131928855
18,0.18991661783939767,2.474424822604431,2.22691461894662,2.138477632374374,2.0774182264149843
19,0.20433695442697658,2.554364192845489,2.301842898276616,2.194648636944424,2.110771176332176
20,0.21910485212496045,2.8208442213356717,2.324657308169683,2.2185083709205005,2.1314802569057685
21,0.2342123156742189,2.859485030532243,2.3317770311283805,2.2290754450631507,2.1416120794531546
22,0.2496518775257428,2.7011617375513275,2.3256971455698268,2.2324111113298732,2.1448230220685516
23,0.26541654221608907,2.471275374835811,2.3374736969532144,2.235646799248142,2.1445159766844086
24,0.28149973862195354,2.46785469369692,2.3411142599931916,2.2368860783364215,2.1412685967289415
25,0.29789527871431043,2.8795408793749435,2.49600530604137,2.254383337791934,2.1350883999356
26,0.3145973217168087,3.0918676380595946,2.7165549990171813,2.4030315092094208,2.1582914675373974
27,0.33160034279063166,3.4787986871819223,2.8974502706811927,2.5294975007345744,2.24504132496956
28,0.3488991055362581,3.419111313678075,3.0154762095142944,2.6324410431402,2.317916376716773
29,0.36648863773396506,3.6047000042483117,3.143366914935447,2.7236026078806557,2.377674221547811
30,0.38436420984848824,4.104693068133862,3.3007905860445153,2.8080539582295385,2.425348372497733
31,0.40252131590558693,4.794376183314614,3.435525639304749,2.8738549924957244,2.456761657490011
32,0.42095565641422833,4.969131660188195,3.5363813225438494,2.9119974637998234,2.469242040292042
33,0.43966312306134697,5.026668825043272,3.7640648445559326,2.9699513646691926,2.472182571946437
34,0.45863978494940194,5.202544602271044,3.876006132990157,3.0631387216116326,2.53515599360737
35,0.47788187618234934,5.162255429822746,3.884017645763582,3.0842023730808883,2.5546585972305613
36,0.4973857846347658,4.960498333046173,3.8030675788701975,3.047876525524096,2.535022640331044
37,0.5171480417629658,4.681166188782749,3.6498445920129687,2.9605173000781093,2.4800276144284337
38,0.5371653133370087,4.343522174135044,3.4433093737346687,2.834653347800379,2.3988926832099997
39,0.5574343909892625,3.8705364287643227,3.2135077593336345,2.685999365085437,2.2982588450698977
40,0.5779521844892866,3.6958942850838663,2.9772888527914345,2.5224157996486545,2.186695179767681
41,0.5987157146666947,3.289107091418064,2.719237090419537,2.353430408468552,2.0713224596063147
42,0.619722106913741,2.9565569665809557,2.480680806348281,2.2265514653192557,2.030267185142801
43,0.640968585207967,2.909747654105037,2.4822568683471884,2.199671731218134,1.9924175402836295
44,0.6624524666025776,2.849222440611589,2.4665870508245114,2.15528169619976,1.944004643954813
45,0.6841711561385165,3.0666344778329737,2.426194801315654,2.088394313624274,1.883115865817612
46,0.7061221421376239,3.0969773652448174,2.320153645746443,1.9951364345505616,1.8116193946558534
47,0.7283029918409476,2.8184210276002544,2.132422295435028,1.8794785897555697,1.7328949479594402
48,0.7507113473603277,2.1832503438075066,1.9002890662346228,1.7547367037484423,1.6525618394660937
49,0.773344921914908,2.029488153793025,1.7795083468082336,1.6382489590354392,1.576185467750756
50,0.7962014963272951,1.8775172604178383,1.7197863593869671,1.5463520861905253,1.5078270594581173
51,0.8192789157567786,1.8439702959217914,1.6694132832530035,1.4961016363689308,1.4487759277080676
52,0.8425750866493807,1.8505023118171733,1.6257194982861578,1.4472082164664974,1.3993527019817156
53,0.8660879738865723,1.8442100301284836,1.5784515238217418,1.3983344202945993,1.3581719215537202
54,0.8898155981163238,1.7607220861457917,1.5234440653028798,1.3494937833871332,1.3250593429076165
55,0.9137560332517645,1.7162274901937284,1.466138383490109,1.3008317340047995,1.3002627198873073
56,0.9379074041241556,1.7280108254331186,1.4570744410688212,1.2540949360214928,1.2840941758366824
57,0.9622678842781501,1.7877421132757687,1.5106367990296448,1.285180157702621,1.2765216411363833
58,0.986835693898434,1.8739716995460387,1.5679388763041058,1.3265157628136355,1.2772075030516299
59,1.0116090978578536,2.0088562243530435,1.6240956523020669,1.36145265483747,1.2850043300120826
60,1.0365864038780248,2.1142724206211407,1.6700359655107047,1.3881203971624472,1.2982417239394095
61,1.0617659607942271,2.1130091751128117,1.7008605790801044,1.4049759943127775,1.3148564740577067
62,1.0871461569170984,2.1343851464779933,1.7172779053622613,1.4114190121739476,1.332343648146235
63,1.1127254184842994,2.202810655088833,1.7190897991125167,1.4103293836972906,1.3484152426635658
64,1.1385022081958893,2.2028271801872883,1.7036539200299632,1.4389874138051177,1.3609515785854691
65,1.1644750238276838,2.095817600858729,1.6723961404941274,1.4542519263283742,1.369074640253234
66,1.1906423969173379,2.045066189826325,1.6325993496158968,1.4561452614808377,1.3728210471823796
67,1.2170028915183204,2.005826669819878,1.5896190444606508,1.4471982757712611,1.373144608366936
68,1.2435551030173326,2.0309972674063137,1.5414137233928247,1.432750400796257,1.3716989545456824
69,1.2702976570110849,1.9693298995521837,1.487532894906562,1.4189709005885134,1.3703139944100138
70,1.2972292082386443,1.9381966770883694,1.4345535678535648,1.4114860038491959,1.3705451199034888
71,1.324348439565877,1.887640713402863,1.3999377583036503,1.4140183041699634,1.373340089053775
72,1.3516540610187535,1.8314485510511436,1.4069843699077251,1.4274707698930935,1.3788894281677926
73,1.3791448088625442,1.7834760501027824,1.4732437258644482,1.4500038203403225,1.3866625819278715
74,1.4068194447241338,1.7512347114190243,1.5554077438711318,1.4776594938125964,1.395593795132044
75,1.4346767547548946,1.9102502221624926,1.6364778197659664,1.506160840868127,1.404352543050721
76,1.4627155488317434,2.0669392323485503,1.7045466846967323,1.5315177587353457,1.4116179617335003
77,1.4909346597941697,2.1573076602641015,1.7539403473744313,1.55113923128873,1.4164697344713864
78,1.5193329427151772,2.1906835979321557,1.7833620706415025,1.5634520870518354,1.4181363958387285
79,1.547909274204227,2.1817087579516423,1.7944158181502627,1.5682165435621132,1.4165019186593322
80,1.5766625517403985,2.1522549316374886,1.7906723367418964,1.5660633242259163,1.4114656416815006
81,1.605591693034105,2.146664788204327,1.7759949221409743,1.5579280026082176,1.4032538270815076
82,1.634695635415808,2.1360144404840256,1.7541552391066464,1.5450195802248603,1.3923231324764496
83,1.6639733352502823,2.1035196350051786,1.7286348326544128,1.529087152761003,1.3794573832011192
84,1.693423767375075,2.047910607582487,1.7016515998611463,1.5114968763022316,1.365443457051943
85,1.7230459245618848,1.9746784784477696,1.6743251361945461,1.492965320255823,1.3507174842571905
86,1.7528388169996785,1.8914101698872632,1.6475801341354126,1.4738194758859686,1.335349323167928
87,1.7828014717984242,1.8127345915178643,1.6220028517013034,1.454387190127051,1.3195872633135317
88,1.8129329325123984,1.780600949965734,1.597938655858941,1.4346384876270095,1.3033806873545213
89,1.8432322586820848,1.7585817680527767,1.5754346117978442,1.4146197842608417,1.2866991897852476
90,1.8736985253937453,1.7456174930451178,1.554080267915183,1.3942966495314761,1.2696228545351107
91,1.9043308228557894,1.7382931257633463,1.5330767857393741,1.373578780962296,1.2521880339531004
92,1.9351282559911362,1.7318041637379,1.5112053479684808,1.3521961537616578,1.2344612318232335
93,1.9660899440447936,1.7213526155787349,1.4870559826095286,1.3297502416001692,1.2164115450879818
94,1.9972150202059356,1.7028796757824245,1.459627016112041,1.3059532653135033,1.1980150330334882
95,2.028502631243796,1.6738575531763216,1.4283243368498488,1.2805874445484076,1.179121691304221
96,2.0599519371567343,1.633460224558977,1.3929057530501427,1.2537947477711227,1.1598194606464118
97,2.0915621108338693,1.5836969549056905,1.3534757484686837,1.225745268927758,1.140254185887255
98,2.123332337728705,1.527299101484503,1.310797699112889,1.19672884293118,1.120626609364331
99,2.1552618155442116,1.464052071604205,1.266150939989013,1.1671149584187879,1.1012273760931937
100,2.1873497539288453,1.3948428390262964,1.2324077070483488,1.1373983968366737,1.0822478366741333
101,2.219595374183027,1.3804298038103993,1.2479659438950241,1.1446298630234601,1.0640192537252442
102,2.25199790897562,1.3994732067011062,1.261786680726258,1.1531369531883777,1.0614167258856886
103,2.2845566020699732,1.4155277776230633,1.2740370017768958,1.1609071957365868,1.0656505072138527
104,2.317270708059117,1.4293519217047064,1.2849538811612198,1.168005893788846,1.0697435955163201
105,2.3501394921097245,1.441590757375943,1.2947569150261393,1.1746147525866482,1.0740387246580623
106,2.3831622297144746,1.452718563089542,1.3037021473065498,1.181021275245793,1.0786053835637341
107,2.416338206452448,1.4630849813226918,1.3121553403757857,1.1875402730684173,1.083416282471326
108,2.4496667177572458,1.4731195796053127,1.3205328331825787,1.1940668794749862,1.0892004104918713
109,2.4831470686924955,1.4832148790995276,1.3288613111233343,1.2009244644487616,1.0964493745669623
110,2.51677857373446,1.4933073583323522,1.3372597191363416,1.2087532828072278,1.1041353758233312
